10
1000 2000
791 790 -941
375 775 -966
650 560 -917
918 917 -927
848 564 -904
499 981 -932
972 971 -902
910 263 -927
793 792 -996
714 72 -950
228 381 -973
651 484 -909
712 711 -971
287 23 -977
641 19 -904
619 542 -935
546 408 -929
304 816 -948
953 513 -906
249 959 -915
437 580 -905
627 626 -927
545 544 -996
54 341 -919
494 493 -976
986 37 -913
337 336 -948
15 339 -999
58 833 -926
73 72 -971
803 488 -979
37 671 -962
456 455 -990
613 485 -982
746 97 -991
636 635 -996
849 680 -986
391 550 -951
178 218 -983
782 781 -999
522 521 -965
36 40 -917
720 838 -932
824 823 -905
246 869 -992
77 76 -999
310 523 -951
126 125 -985
669 668 -960
822 821 -958
503 502 -994
18 17 -965
202 171 -964
789 586 -946
890 446 -930
268 267 -970
365 46 -959
213 646 -974
754 753 -953
282 281 -965
113 112 -957
935 934 -989
92 91 -936
338 681 -984
959 958 -993
373 372 -969
634 870 -952
211 210 -918
722 721 -937
837 6 -904
59 231 -927
735 414 -934
713 159 -930
181 166 -909
901 900 -938
152 151 -981
353 721 -920
443 623 -957
796 795 -972
944 943 -964
287 544 -989
787 786 -964
643 642 -993
63 62 -901
436 435 -996
310 714 -907
680 679 -920
562 409 -911
547 139 -923
605 604 -900
257 256 -915
706 705 -950
626 625 -967
719 718 -1000
598 597 -998
673 832 -998
838 940 -953
414 474 -979
966 318 -903
23 22 -947
821 820 -936
16 15 -952
367 366 -999
210 209 -916
501 500 -905
116 115 -960
753 91 -980
993 992 -911
593 592 -981
383 382 -930
646 69 -969
988 987 -969
468 467 -973
360 359 -936
487 486 -922
740 287 -965
540 539 -905
684 683 -960
571 625 -932
995 69 -965
188 565 -978
405 404 -944
129 128 -924
731 81 -933
510 509 -900
31 30 -959
840 839 -944
365 364 -978
227 495 -901
894 893 -944
969 968 -964
798 797 -957
941 940 -990
945 944 -990
932 729 -941
961 960 -987
350 349 -991
408 516 -950
280 572 -930
841 840 -996
184 183 -902
201 200 -947
997 996 -919
979 978 -998
304 965 -996
6 305 -963
734 918 -994
221 907 -963
920 919 -959
827 867 -964
875 874 -958
586 290 -935
890 889 -981
800 799 -935
450 449 -909
495 494 -947
790 789 -908
285 284 -919
758 812 -903
218 400 -913
302 301 -949
394 151 -961
320 709 -978
536 535 -914
176 175 -961
845 992 -980
282 831 -929
709 708 -932
828 827 -945
741 740 -946
855 854 -940
566 565 -917
199 331 -976
191 656 -904
156 991 -915
196 195 -962
296 295 -933
440 439 -938
850 849 -965
900 321 -900
933 932 -930
59 546 -939
65 64 -969
66 597 -998
241 240 -998
358 357 -994
185 947 -903
373 640 -986
146 125 -913
284 283 -907
983 982 -937
67 66 -967
713 712 -924
402 39 -915
951 541 -978
836 835 -959
598 813 -969
422 421 -979
473 97 -987
353 352 -941
261 260 -980
525 426 -932
984 983 -999
707 58 -945
508 507 -939
16 304 -912
394 699 -964
610 324 -980
611 14 -934
774 773 -911
739 979 -959
931 495 -990
348 347 -967
133 132 -973
280 279 -939
171 301 -927
407 35 -959
313 312 -986
163 162 -935
987 986 -915
606 799 -907
261 480 -990
972 709 -978
929 276 -956
29 68 -973
7 6 -967
366 368 -978
443 442 -920
786 644 -983
91 968 -978
734 757 -986
474 473 -925
568 567 -933
472 471 -908
310 309 -994
464 463 -968
526 525 -938
121 120 -906
544 543 -999
289 380 -986
939 938 -951
911 910 -975
297 296 -961
707 389 -951
344 668 -921
625 624 -923
60 704 -979
330 682 -995
404 60 -949
985 984 -968
41 40 -905
604 603 -982
185 184 -964
89 608 -963
601 979 -954
548 547 -944
825 931 -921
13 954 -917
434 433 -923
690 689 -986
986 340 -976
993 374 -996
489 427 -955
573 579 -940
867 639 -938
788 787 -902
729 479 -964
224 223 -901
314 313 -948
401 12 -980
818 817 -991
238 237 -976
3 2 -948
10 9 -976
896 895 -949
295 294 -980
371 990 -984
227 226 -950
147 596 -999
309 308 -946
859 858 -988
956 955 -902
154 153 -900
557 746 -943
319 912 -981
445 444 -913
639 638 -914
997 426 -900
46 45 -932
305 304 -906
601 600 -959
940 612 -919
571 977 -931
933 261 -931
274 175 -981
980 94 -901
234 233 -977
250 249 -926
33 32 -976
135 641 -977
118 826 -917
743 742 -991
739 140 -991
793 150 -933
249 248 -949
657 424 -971
328 263 -975
198 163 -970
751 649 -901
753 752 -978
981 527 -909
371 370 -909
19 578 -929
448 447 -975
119 378 -946
968 967 -937
999 998 -978
427 810 -920
934 992 -996
496 833 -903
120 511 -925
58 826 -912
103 339 -962
239 238 -903
287 330 -999
595 573 -933
8 17 -983
759 358 -993
825 824 -994
297 639 -971
42 41 -967
54 582 -969
988 357 -906
218 98 -927
24 23 -959
876 875 -926
29 131 -951
161 160 -922
995 994 -976
264 263 -997
558 557 -938
169 168 -984
347 527 -942
542 541 -978
164 163 -932
884 478 -946
20 19 -949
727 99 -994
816 658 -930
956 871 -943
736 939 -921
612 611 -937
597 596 -989
724 723 -906
805 271 -980
6 5 -950
553 245 -913
283 282 -964
160 159 -982
817 816 -960
903 902 -913
364 487 -945
515 546 -985
853 852 -996
352 351 -965
408 741 -920
768 767 -936
443 806 -979
765 764 -919
584 583 -942
143 522 -999
947 471 -943
411 453 -971
703 702 -975
632 631 -923
682 717 -917
723 909 -909
317 316 -904
399 822 -953
913 912 -919
288 688 -959
227 253 -922
259 409 -987
173 935 -985
977 976 -920
397 396 -978
88 87 -909
537 536 -997
419 825 -917
809 808 -989
585 193 -964
974 973 -909
2 264 -986
155 154 -996
912 911 -946
561 427 -909
592 812 -942
905 871 -985
115 196 -953
174 799 -945
180 629 -944
956 341 -945
655 654 -995
361 360 -902
199 209 -907
174 173 -920
589 913 -935
917 916 -919
538 467 -909
187 885 -948
170 405 -977
111 110 -963
811 755 -975
359 358 -967
478 477 -940
370 814 -925
873 989 -945
116 263 -965
55 310 -970
919 186 -969
811 810 -969
430 176 -961
236 235 -912
465 464 -934
721 720 -923
167 166 -935
938 937 -937
933 649 -989
323 322 -925
455 454 -917
687 734 -934
275 274 -939
286 285 -950
560 559 -914
773 780 -997
595 594 -973
631 45 -989
766 200 -938
127 870 -936
266 265 -998
115 412 -907
260 122 -933
284 117 -973
592 334 -983
620 619 -918
572 571 -909
620 494 -968
28 27 -985
873 872 -968
153 152 -953
340 281 -996
809 832 -993
481 480 -918
988 51 -978
660 918 -928
125 327 -937
704 703 -909
613 612 -988
45 44 -959
97 96 -953
205 341 -978
449 200 -903
511 510 -976
382 814 -920
365 256 -1000
480 433 -947
243 82 -928
288 287 -965
936 940 -945
207 551 -943
730 977 -995
334 333 -991
740 739 -994
390 389 -912
865 490 -921
119 259 -976
142 378 -954
29 28 -966
518 517 -960
520 519 -905
821 627 -997
493 492 -913
700 699 -901
912 302 -955
435 315 -991
838 837 -951
921 920 -913
14 13 -905
338 337 -969
807 263 -944
405 393 -925
133 90 -934
671 670 -983
423 422 -923
449 448 -935
592 591 -917
127 126 -915
896 445 -909
149 465 -997
832 831 -960
879 878 -937
861 860 -958
336 420 -930
667 666 -951
744 316 -910
48 47 -963
646 535 -939
982 300 -973
650 649 -905
128 127 -922
640 46 -983
198 960 -960
33 784 -926
949 412 -926
185 191 -937
483 282 -978
172 373 -977
793 643 -907
424 423 -913
829 325 -970
621 620 -991
226 225 -956
704 115 -919
536 350 -917
593 275 -928
562 561 -967
330 106 -910
342 341 -909
12 11 -951
114 113 -904
570 18 -938
412 411 -1000
731 712 -962
677 676 -903
586 585 -978
558 995 -984
198 197 -925
183 733 -925
369 368 -918
480 479 -950
984 593 -957
226 489 -964
681 680 -978
530 529 -907
9 780 -950
674 673 -925
409 512 -992
324 323 -974
501 953 -990
398 397 -917
579 578 -956
990 138 -991
949 948 -906
649 648 -956
458 96 -1000
807 806 -926
943 942 -990
746 219 -945
303 333 -990
956 853 -909
799 798 -977
883 628 -989
583 221 -973
781 402 -985
217 216 -963
190 189 -900
941 919 -937
209 122 -934
214 213 -917
591 590 -994
975 974 -904
38 37 -950
482 43 -928
692 587 -924
53 52 -915
981 151 -928
631 960 -970
339 338 -969
664 759 -968
22 21 -960
408 407 -900
904 932 -966
325 324 -973
962 926 -910
294 293 -961
801 668 -979
36 35 -996
340 165 -919
306 281 -957
612 611 -905
583 582 -916
622 621 -970
25 189 -994
24 420 -936
101 5 -997
608 607 -956
864 931 -981
101 125 -999
259 258 -958
368 367 -950
764 763 -925
795 738 -909
551 82 -981
798 472 -954
570 344 -996
220 820 -984
447 446 -927
70 69 -945
479 478 -905
654 349 -930
851 850 -935
926 157 -976
730 52 -979
386 385 -944
274 283 -941
123 445 -917
715 152 -924
534 533 -981
446 925 -955
183 243 -964
644 643 -908
668 238 -987
823 604 -914
599 40 -994
218 217 -977
763 762 -946
662 236 -909
269 531 -953
232 669 -957
213 212 -971
914 364 -941
794 793 -976
866 865 -955
86 85 -946
158 157 -918
962 163 -950
890 3 -908
929 928 -916
354 840 -920
930 929 -972
270 269 -977
276 790 -901
624 623 -908
674 141 -969
678 677 -966
891 890 -917
776 775 -964
677 110 -944
498 751 -973
600 975 -948
683 682 -948
803 802 -965
616 615 -975
578 577 -944
388 538 -963
870 270 -934
773 974 -943
971 970 -940
758 202 -934
468 100 -977
290 289 -989
995 244 -919
377 376 -954
617 616 -975
657 656 -953
197 196 -953
279 326 -913
47 954 -931
227 469 -930
471 470 -964
421 833 -990
755 681 -929
476 475 -912
514 513 -952
114 942 -901
106 36 -968
559 374 -999
171 170 -960
318 337 -994
628 627 -902
441 722 -903
704 383 -922
519 518 -907
727 700 -949
221 220 -950
1 0 -918
182 181 -927
812 811 -901
940 939 -964
755 754 -998
151 150 -903
953 952 -962
340 339 -977
781 854 -900
979 314 -959
739 848 -956
50 711 -979
399 398 -959
208 87 -999
347 346 -943
333 61 -957
96 95 -970
130 129 -974
980 544 -902
833 809 -926
775 950 -980
761 760 -965
671 125 -982
2 1 -962
702 288 -908
865 864 -959
735 480 -940
220 219 -931
710 709 -916
781 780 -930
845 844 -926
427 426 -933
177 375 -975
191 861 -975
171 207 -951
346 345 -926
216 528 -997
109 108 -955
133 748 -992
625 422 -961
467 982 -939
735 734 -906
626 948 -921
399 595 -957
372 515 -940
139 138 -989
529 212 -994
203 202 -909
595 198 -960
906 246 -919
729 133 -996
908 907 -977
729 843 -966
61 40 -991
12 782 -992
62 281 -967
678 73 -931
575 90 -936
439 450 -933
551 550 -974
532 832 -991
412 109 -924
296 753 -970
467 892 -986
264 427 -932
549 897 -963
69 794 -933
767 766 -909
923 256 -970
419 418 -999
103 102 -956
509 508 -938
523 522 -995
556 432 -900
996 995 -915
966 965 -935
774 32 -902
934 608 -910
506 630 -994
244 546 -991
870 869 -963
646 645 -954
796 458 -990
75 754 -952
319 675 -969
686 685 -912
245 244 -998
145 144 -965
606 788 -938
886 635 -987
982 981 -957
889 888 -936
617 806 -964
215 214 -910
251 250 -929
967 618 -919
594 167 -982
642 641 -989
250 284 -911
188 687 -937
830 829 -949
293 872 -970
246 245 -910
465 189 -995
910 909 -921
300 299 -921
949 873 -939
490 40 -947
338 971 -937
305 566 -934
147 146 -958
114 594 -968
74 73 -975
640 639 -926
429 661 -922
953 289 -992
942 115 -917
222 427 -923
244 2 -938
909 908 -989
524 157 -955
493 287 -964
484 483 -972
587 586 -940
375 374 -908
50 358 -909
194 511 -1000
301 136 -956
167 998 -947
267 266 -950
692 691 -915
458 964 -965
397 939 -996
436 116 -922
463 278 -983
68 67 -908
808 578 -906
94 599 -981
274 273 -911
454 453 -981
676 675 -906
914 913 -996
951 676 -968
380 379 -910
697 696 -941
627 512 -985
416 337 -955
393 392 -939
104 201 -943
90 179 -928
631 630 -970
256 255 -965
456 788 -910
32 31 -927
521 520 -924
880 592 -990
729 728 -906
803 226 -922
608 16 -901
990 989 -949
435 434 -975
299 205 -965
384 383 -965
378 550 -929
47 46 -967
333 72 -992
451 450 -933
27 26 -959
693 28 -985
411 410 -927
455 427 -993
272 271 -985
770 486 -926
623 407 -900
21 869 -904
33 936 -901
760 528 -991
253 252 -937
801 800 -965
490 489 -900
207 206 -978
331 980 -946
370 369 -972
180 179 -994
436 347 -911
900 899 -967
834 833 -905
637 636 -955
842 841 -966
507 85 -976
599 358 -964
651 650 -994
51 50 -990
453 452 -958
556 555 -975
535 946 -979
630 629 -986
849 466 -965
728 727 -936
167 333 -900
936 822 -923
39 38 -978
485 249 -940
986 985 -958
938 734 -953
129 660 -978
554 553 -974
189 188 -937
290 981 -900
300 560 -939
40 39 -929
429 313 -943
311 310 -917
892 288 -948
732 731 -980
396 395 -913
165 164 -936
309 254 -987
0 999 -912
962 961 -964
273 272 -938
422 409 -994
948 238 -988
223 945 -915
315 314 -930
87 438 -984
902 901 -944
267 770 -953
760 580 -924
303 30 -957
797 796 -924
762 761 -989
548 733 -939
679 678 -921
661 660 -970
59 58 -996
693 720 -962
537 866 -979
285 418 -988
756 755 -920
988 738 -917
736 735 -952
668 380 -917
223 953 -935
857 856 -949
263 262 -994
615 912 -925
599 641 -966
643 572 -902
212 211 -967
897 896 -957
228 466 -975
860 334 -926
64 63 -923
814 670 -977
528 527 -960
135 63 -993
25 24 -948
175 174 -982
835 834 -949
287 286 -903
389 388 -912
439 438 -982
783 546 -988
493 681 -940
231 357 -933
235 482 -947
636 637 -956
349 348 -947
593 572 -911
451 953 -972
411 715 -959
458 457 -981
471 987 -967
331 330 -986
306 305 -996
35 34 -984
706 282 -989
404 403 -910
687 686 -977
349 45 -936
337 785 -947
843 842 -903
589 588 -973
247 246 -948
611 610 -908
156 101 -932
258 257 -953
107 106 -934
85 139 -970
394 393 -996
209 529 -907
233 674 -998
926 437 -914
296 676 -936
902 47 -930
374 526 -960
812 111 -941
596 595 -996
18 494 -921
469 468 -903
731 730 -921
183 182 -901
534 463 -983
6 855 -924
555 554 -975
645 644 -905
802 801 -922
73 887 -968
72 85 -982
148 147 -983
297 489 -970
893 334 -929
513 512 -938
785 784 -978
599 86 -934
359 936 -914
25 353 -962
623 16 -901
972 195 -955
54 53 -925
281 280 -968
808 807 -939
886 885 -986
356 355 -954
254 253 -964
758 757 -990
89 213 -920
66 65 -978
134 356 -913
429 428 -909
854 331 -931
95 94 -929
30 999 -977
517 516 -903
89 961 -935
388 387 -980
76 75 -926
947 946 -979
170 169 -992
880 560 -911
975 175 -982
922 419 -917
971 212 -970
314 2 -927
94 468 -978
648 647 -935
297 955 -949
756 80 -937
874 59 -933
623 985 -902
170 191 -938
525 524 -925
963 962 -974
438 437 -975
134 133 -904
825 891 -989
948 947 -946
135 134 -950
998 997 -905
326 150 -1000
298 297 -994
904 903 -997
335 723 -970
272 546 -972
989 988 -919
813 29 -945
641 640 -934
336 236 -993
140 139 -997
899 898 -900
695 694 -914
121 9 -962
725 724 -943
463 462 -950
187 901 -933
452 451 -901
191 190 -935
161 492 -951
693 692 -985
957 956 -952
99 550 -905
550 549 -947
90 126 -968
303 762 -982
98 97 -933
469 401 -970
711 315 -967
354 166 -911
615 133 -984
259 921 -951
967 966 -903
619 136 -972
238 515 -929
763 76 -934
5 4 -912
156 155 -950
383 716 -913
108 107 -962
730 729 -972
780 779 -921
711 612 -936
501 836 -912
341 340 -941
819 818 -977
849 848 -902
708 928 -977
823 822 -949
250 178 -915
380 53 -918
647 646 -932
181 180 -985
123 661 -919
893 98 -937
38 923 -946
688 73 -947
57 56 -982
19 18 -973
145 272 -977
914 235 -926
669 939 -982
619 500 -926
810 809 -924
231 448 -989
326 696 -987
210 576 -967
737 432 -906
227 577 -947
590 589 -933
515 510 -957
567 566 -953
831 830 -973
628 488 -901
99 98 -980
58 57 -989
567 4 -937
923 422 -931
75 74 -905
879 621 -963
639 796 -926
361 48 -975
635 634 -949
253 548 -982
271 72 -907
46 924 -921
906 905 -929
460 459 -950
554 708 -983
394 901 -987
100 99 -978
931 492 -970
172 171 -937
715 714 -926
257 590 -924
675 674 -992
682 788 -946
907 906 -903
565 564 -919
704 322 -951
661 69 -974
216 692 -945
26 659 -934
269 268 -949
924 923 -909
357 356 -900
488 311 -973
871 255 -989
731 457 -933
15 14 -974
425 424 -995
880 879 -955
844 843 -980
178 177 -991
167 639 -937
437 539 -977
638 637 -968
4 347 -998
235 25 -945
209 208 -911
803 87 -927
3 396 -997
272 130 -996
462 461 -983
73 107 -999
717 716 -993
62 979 -922
584 562 -997
442 441 -989
881 880 -937
923 922 -972
698 244 -945
93 690 -976
356 387 -978
696 695 -973
511 427 -978
432 431 -926
574 573 -991
816 161 -987
749 748 -942
322 321 -908
768 981 -947
925 924 -951
136 135 -983
609 608 -980
745 352 -996
279 278 -924
470 469 -930
15 512 -951
430 429 -978
499 82 -921
805 804 -914
187 186 -963
759 758 -982
87 86 -948
745 744 -951
571 570 -957
227 526 -922
158 466 -996
826 825 -929
953 196 -910
928 927 -919
55 54 -936
318 286 -944
926 805 -989
55 443 -903
205 204 -991
487 378 -926
17 16 -961
900 952 -969
270 81 -906
99 406 -997
718 717 -936
653 652 -964
77 515 -978
687 509 -955
161 32 -927
199 198 -959
415 14 -929
998 167 -927
939 843 -924
226 959 -995
424 365 -947
452 289 -931
931 930 -982
642 439 -947
916 915 -966
739 738 -953
56 55 -964
137 136 -992
534 498 -975
607 606 -993
207 516 -945
30 29 -916
856 855 -929
299 805 -934
507 578 -975
252 947 -954
292 291 -904
827 907 -965
331 664 -993
291 290 -967
608 811 -901
48 137 -905
122 12 -976
980 924 -990
869 868 -990
950 949 -946
235 234 -948
658 657 -967
887 886 -982
116 776 -917
932 907 -913
871 870 -934
941 394 -974
960 959 -960
94 93 -976
717 934 -956
741 238 -972
991 990 -982
395 191 -978
579 24 -996
407 595 -969
193 192 -973
654 653 -931
265 264 -983
795 794 -913
505 504 -906
47 50 -901
483 812 -933
964 963 -977
524 523 -921
527 526 -974
905 904 -915
839 838 -968
24 611 -982
920 312 -976
529 528 -936
868 351 -978
656 333 -967
44 43 -937
301 300 -907
122 121 -978
307 306 -999
723 722 -963
410 409 -983
720 719 -911
106 94 -938
664 663 -986
489 465 -903
796 52 -947
898 897 -980
691 690 -958
69 68 -958
649 216 -956
664 996 -910
320 804 -933
391 390 -912
316 315 -978
204 203 -948
670 669 -993
716 251 -941
494 4 -962
485 606 -936
488 115 -907
892 891 -914
71 70 -917
366 72 -919
851 346 -982
502 501 -901
363 362 -974
413 412 -947
763 361 -950
224 40 -914
975 364 -931
416 267 -904
466 465 -941
9 512 -969
742 741 -970
374 373 -997
557 556 -913
615 395 -944
100 80 -989
577 576 -933
428 427 -967
910 195 -958
848 847 -987
665 84 -923
131 130 -916
166 165 -987
457 456 -935
559 558 -907
143 954 -974
397 391 -929
846 840 -945
477 826 -985
827 168 -926
520 651 -972
777 776 -903
255 290 -972
328 327 -998
233 232 -951
950 852 -929
404 832 -951
446 856 -911
532 531 -988
332 331 -929
99 834 -984
206 205 -934
662 78 -935
772 771 -942
663 662 -907
305 183 -964
379 378 -950
483 482 -924
429 454 -948
118 117 -942
922 921 -969
406 405 -969
726 767 -979
954 953 -994
52 692 -988
516 515 -908
665 664 -968
333 332 -931
946 945 -912
46 858 -924
227 806 -986
252 251 -902
485 484 -954
789 788 -986
299 634 -934
708 707 -912
955 921 -966
140 244 -994
476 283 -967
937 821 -992
240 239 -986
878 877 -911
116 846 -937
362 361 -941
538 537 -928
78 77 -960
403 184 -901
725 452 -955
9 48 -912
336 335 -975
49 48 -905
355 354 -906
473 649 -927
683 31 -999
193 914 -925
994 594 -938
105 104 -997
561 560 -944
123 122 -907
169 584 -983
747 746 -970
855 941 -927
189 24 -907
2 253 -910
829 828 -942
822 378 -911
81 80 -991
699 397 -937
278 553 -968
83 82 -960
949 561 -953
976 975 -931
291 203 -943
932 931 -918
327 326 -931
427 596 -936
927 926 -932
746 745 -930
10 374 -986
318 317 -980
588 581 -972
312 311 -920
832 471 -915
340 528 -935
973 972 -937
959 946 -944
693 785 -942
2 560 -967
994 549 -993
867 674 -994
808 214 -914
81 870 -998
512 511 -916
444 443 -999
13 111 -904
193 706 -987
489 488 -948
870 404 -969
992 991 -928
442 54 -926
86 649 -976
498 497 -973
573 572 -962
259 627 -951
684 605 -931
421 420 -983
688 687 -989
600 599 -910
223 222 -946
659 658 -919
485 846 -960
420 649 -943
499 498 -946
441 440 -968
795 978 -927
200 114 -970
888 887 -916
814 813 -972
384 858 -911
883 882 -995
821 731 -983
289 613 -980
400 399 -975
262 261 -957
400 341 -904
117 116 -909
297 249 -935
819 759 -986
10 711 -911
633 632 -994
934 933 -950
230 229 -915
243 242 -920
582 581 -947
806 805 -905
584 379 -952
520 98 -962
980 979 -957
978 977 -920
955 257 -909
940 990 -995
675 645 -932
862 861 -920
937 936 -991
344 300 -946
292 728 -981
531 530 -949
983 686 -937
418 417 -929
733 732 -970
824 331 -980
86 942 -994
4 3 -983
708 637 -927
860 109 -985
164 100 -922
173 172 -960
242 241 -911
101 100 -943
116 943 -902
668 667 -905
320 319 -973
447 560 -950
757 442 -928
619 618 -917
426 425 -953
568 575 -919
778 777 -973
537 947 -922
255 254 -924
208 207 -964
96 724 -936
431 430 -954
547 546 -931
738 737 -906
660 659 -992
372 371 -901
951 950 -938
864 389 -918
308 307 -909
857 899 -905
573 318 -911
810 932 -957
955 954 -900
200 199 -982
672 671 -934
229 228 -974
319 318 -977
33 359 -919
632 680 -938
981 980 -912
914 619 -963
431 469 -906
713 646 -980
414 413 -922
110 109 -983
238 438 -959
920 541 -970
585 584 -979
745 326 -982
780 397 -937
156 347 -955
489 45 -975
718 56 -930
658 918 -977
795 975 -948
612 108 -972
726 725 -976
245 522 -933
202 647 -991
385 384 -903
815 814 -928
860 859 -916
872 871 -950
731 129 -953
965 964 -929
96 212 -975
216 215 -995
813 812 -915
535 534 -973
874 873 -974
289 288 -956
613 349 -984
232 231 -928
648 981 -931
692 943 -933
335 334 -971
473 472 -972
578 709 -973
107 480 -907
581 580 -925
947 505 -982
464 319 -934
322 229 -916
838 857 -918
877 876 -965
305 884 -940
159 158 -978
535 864 -944
837 836 -950
461 460 -991
234 930 -950
792 791 -976
546 545 -910
112 111 -978
325 580 -998
102 101 -974
492 491 -938
942 941 -968
248 247 -992
381 66 -980
313 634 -997
656 655 -994
790 333 -922
680 944 -990
376 335 -996
748 747 -916
854 853 -967
202 201 -907
603 602 -983
50 49 -915
882 881 -998
439 654 -947
858 906 -968
193 831 -962
132 203 -901
760 759 -962
553 552 -905
915 914 -906
403 402 -904
75 181 -957
112 477 -909
846 845 -918
663 832 -929
771 309 -969
562 936 -916
69 339 -999
895 24 -902
591 662 -924
836 32 -929
84 861 -908
391 383 -908
848 950 -925
486 485 -984
106 105 -979
279 812 -971
884 883 -918
680 556 -942
737 736 -1000
649 767 -989
451 703 -974
506 505 -930
382 381 -951
564 563 -961
860 890 -926
321 320 -940
192 825 -951
466 745 -995
827 871 -996
228 227 -997
366 365 -909
699 698 -960
888 697 -956
515 806 -901
330 329 -966
606 734 -983
563 479 -979
896 861 -938
162 161 -911
459 797 -957
501 924 -940
360 886 -952
496 495 -988
457 340 -1000
750 961 -998
936 935 -974
378 377 -923
216 293 -976
354 353 -994
289 65 -981
615 614 -964
21 20 -975
533 532 -951
588 587 -987
805 607 -994
302 548 -954
714 713 -958
302 395 -978
500 499 -965
894 770 -938
538 569 -937
701 700 -994
276 275 -900
350 494 -996
892 48 -941
606 605 -983
124 123 -914
728 120 -997
436 915 -906
437 436 -932
79 78 -918
548 502 -979
244 243 -955
952 951 -930
43 42 -978
726 591 -933
325 904 -970
580 579 -922
969 667 -923
93 92 -933
388 596 -950
9 8 -928
149 148 -949
19 95 -919
1000 2000
681 440 -965
733 746 -926
232 713 -919
324 809 -974
152 534 -987
396 328 -922
268 463 -929
790 73 -970
471 880 -949
963 989 -929
942 865 -904
463 399 -951
191 331 -995
291 647 -961
306 472 -941
821 794 -946
341 241 -917
537 518 -951
496 106 -930
886 31 -918
278 207 -970
814 143 -927
81 680 -913
131 311 -909
734 22 -998
625 81 -989
142 213 -982
949 610 -911
305 233 -919
953 411 -911
412 775 -950
771 658 -943
43 937 -945
661 391 -985
988 795 -939
344 887 -967
834 341 -925
590 284 -961
275 710 -939
570 946 -943
436 341 -909
802 974 -925
215 445 -934
482 346 -985
477 806 -914
497 920 -926
371 90 -903
546 964 -945
595 172 -964
147 959 -917
496 303 -956
71 8 -986
365 823 -906
243 618 -962
400 873 -912
246 774 -918
738 76 -949
277 132 -972
118 711 -971
666 256 -965
147 891 -984
939 204 -989
958 981 -928
123 746 -1000
593 146 -956
334 302 -978
603 707 -995
97 605 -909
951 910 -995
478 738 -939
939 486 -970
564 519 -994
717 782 -919
79 34 -983
918 523 -919
339 772 -950
828 76 -926
949 176 -925
550 255 -916
58 152 -979
600 862 -934
155 634 -908
541 921 -928
171 368 -926
196 443 -964
114 537 -965
173 690 -952
544 716 -968
69 851 -947
455 914 -918
19 140 -972
372 319 -955
798 791 -996
263 131 -905
923 682 -969
252 374 -987
53 904 -973
892 37 -950
38 930 -909
762 549 -944
492 197 -965
0 965 -993
279 80 -980
174 398 -967
962 806 -971
927 423 -908
567 564 -922
880 427 -959
657 302 -990
819 833 -963
362 282 -920
923 10 -953
58 690 -915
132 802 -992
841 332 -991
136 775 -1000
644 784 -909
168 581 -954
794 508 -940
975 138 -937
447 2 -979
538 797 -909
712 708 -900
658 419 -914
895 85 -967
534 561 -930
867 74 -976
830 109 -909
571 53 -992
156 281 -942
851 982 -961
180 340 -919
737 49 -997
887 267 -994
746 115 -975
210 190 -996
37 913 -935
677 353 -932
729 890 -938
571 766 -903
316 529 -916
531 482 -932
401 569 -979
99 973 -927
224 251 -909
950 595 -976
708 909 -960
474 38 -935
40 339 -1000
155 736 -941
93 177 -932
817 632 -981
811 584 -908
759 817 -960
842 269 -946
412 140 -911
551 61 -930
940 849 -990
358 360 -962
884 470 -994
426 40 -929
808 256 -924
565 873 -993
639 666 -965
143 76 -1000
108 888 -970
658 861 -980
374 51 -963
995 129 -992
428 32 -963
225 777 -923
322 400 -936
784 699 -965
668 525 -906
40 663 -968
813 569 -949
584 475 -914
290 755 -969
226 142 -953
635 88 -941
64 97 -931
812 414 -915
450 911 -939
70 162 -914
395 60 -921
862 120 -924
577 101 -923
952 567 -941
234 492 -998
804 643 -945
166 997 -987
24 670 -990
504 655 -942
531 83 -997
527 936 -929
415 747 -931
301 872 -991
213 337 -910
514 778 -995
654 489 -970
264 301 -981
834 484 -913
396 419 -951
821 393 -913
873 518 -970
621 189 -915
930 418 -991
101 950 -987
201 80 -998
790 28 -900
92 882 -910
80 483 -969
317 191 -941
220 718 -933
536 143 -915
530 170 -954
381 624 -963
494 114 -905
463 119 -926
472 92 -933
966 834 -903
391 906 -917
464 785 -917
148 828 -996
205 787 -908
476 760 -975
987 620 -902
153 12 -934
559 403 -950
255 296 -902
769 462 -923
286 611 -949
824 374 -948
421 127 -976
518 724 -999
566 635 -964
357 457 -930
591 87 -938
486 821 -910
868 901 -911
518 883 -906
937 651 -988
377 454 -934
641 877 -923
555 992 -924
369 759 -951
253 878 -992
628 970 -914
94 499 -928
468 691 -973
251 4 -929
783 491 -907
945 993 -973
298 972 -931
695 773 -986
177 659 -937
540 361 -933
109 912 -918
4 46 -903
525 399 -925
397 987 -988
188 760 -964
229 189 -942
982 314 -917
47 435 -967
999 537 -960
722 199 -930
993 653 -977
833 136 -933
850 388 -960
46 873 -979
318 999 -993
327 589 -986
619 598 -950
612 442 -971
403 397 -923
198 832 -968
971 962 -938
793 468 -969
931 735 -938
994 688 -990
27 100 -944
907 229 -904
158 751 -956
448 544 -997
82 135 -984
697 187 -910
489 660 -947
409 331 -900
783 116 -900
975 221 -942
642 994 -906
388 942 -959
288 621 -989
261 949 -936
308 413 -900
214 170 -903
706 166 -909
545 58 -921
203 26 -925
656 849 -982
